c-programs/netns-cookie-tcp6	ci_false	c-programs.toml
c-programs/netns-cookie-udp4	ci_false	c-programs.toml
c-programs/perf-event-hardware-enosys	ci_false	c-programs.toml
c-programs/perf-event-open-enosys	ci_false	c-programs.toml
c-programs/perf-event-software-enosys	ci_false	c-programs.toml
c-programs/perf-event-watchpoint-enosys	ci_false	c-programs.toml
c-programs/pidfd-open-self	ci_false	c-programs.toml
c-programs/pidfd-poll-self	ci_false	c-programs.toml
c-programs/prctl-dumpable	ci_false	c-programs.toml
c-programs/pread64-nostdlib	ci_false	c-programs.toml
c-programs/printf-with-threads	ci_false	c-programs.toml
c-programs/process-mrelease-enosys	ci_false	c-programs.toml
c-programs/process-vm-readv-refusal-probe	ci_false	c-programs.toml
c-programs/process-vm-writev-refusal-probe	ci_false	c-programs.toml
c-programs/procfs-positioned-probe	ci_false	c-programs.toml
c-programs/proc-locks	ci_false	c-programs.toml
c-programs/prodcons-determinism	ci_false	c-programs.toml
c-programs/ptrace-eperm	ci_false	c-programs.toml
c-programs/ptrace-traceme-eperm	ci_false	c-programs.toml
c-programs/racewrite-nostdlib	ci_false	c-programs.toml
c-programs/rcx-canonicalization	ci_false	c-programs.toml
c-programs/record-replay-setsockopt	ci_false	c-programs.toml
c-programs/remap-file-pages-anonymous-enosys	ci_false	c-programs.toml
c-programs/remap-file-pages-tmpfile-enosys	ci_false	c-programs.toml
c-programs/request-key-enosys	ci_false	c-programs.toml
c-programs/sched-setattr-batch	ci_false	c-programs.toml
c-programs/sched-setattr-idle	ci_false	c-programs.toml
c-programs/sched-setattr-other	ci_false	c-programs.toml
c-programs/scheduler-policy-queries	ci_false	c-programs.toml
c-programs/sched-yield-progress	ci_false	c-programs.toml
c-programs/sigmask-preemption	ci_false	c-programs.toml
c-programs/sigtimedwait-no-timeout	ci_false	c-programs.toml
c-programs/sigtimedwait-timeout-1s	ci_false	c-programs.toml
c-programs/splice-enosys	ci_false	c-programs.toml
c-programs/statmount-enosys	ci_false	c-programs.toml
c-programs/syscall-file-io	ci_false	c-programs.toml
c-programs/syscall-file-metadata	ci_false	c-programs.toml
c-programs/sysfs-enosys	ci_false	c-programs.toml
c-programs/syslog-deterministic	ci_false	c-programs.toml
c-programs/sysv-sem-enosys	ci_false	c-programs.toml
c-programs/sysv-shm-enosys	ci_false	c-programs.toml
c-programs/tee-enosys	ci_false	c-programs.toml
c-programs/threadexhaustion	ci_false	c-programs.toml
c-programs/timer-create-determinism	ci_false	c-programs.toml
c-programs/uname	ci_false	c-programs.toml
c-programs/unix-autobind-dgram	ci_false	c-programs.toml
c-programs/unix-autobind-stream	ci_false	c-programs.toml
c-programs/ustat-enosys	ci_false	c-programs.toml
c-programs/vmsplice-enosys	ci_false	c-programs.toml
determinism-stress-c/fork-tree	ci_false	determinism-stress-c.toml
determinism-stress-c/lock-free	ci_false	determinism-stress-c.toml
determinism-stress/order-violation	ci_true	determinism-stress.toml
